CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40941045,MARIO'S RESTAURANT,BRONX,2342,ARTHUR AVENUE,10458,7185841188,Italian,4/27/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
50075822,2 BROS PIZZA,BRONX,207,E FORDHAM RD,10458,9178593324,Pizza,1/28/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18,,,4/2/2019,Cycle Inspection / Initial Inspection
50057074,173 WEBSTER AVENUE CAFE,BRONX,1692,WEBSTER AVE,10457,9174064565,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/23/2018,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,4/2/2019,Trans Fat / Re-inspection
50011323,KENNEDY FRIED CHICKEN,BRONX,162,E 174TH ST,10457,7187539062,Chicken,5/23/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,5/23/2018,4/2/2019,Cycle Inspection / Re-inspection
50009843,HOSTOS COMMUNITY COLLEGE,BRONX,500,GRAND CONCOURSE,10451,7185186544,American,2/1/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,,,4/2/2019,Cycle Inspection / Initial Inspection
40401316,PELHAM BAY DINER,BRONX,1920,EAST GUN HILL ROAD,10469,7183792123,American,5/30/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,34,C,5/30/2015,4/2/2019,Cycle Inspection / Re-inspection
40394030,TIBBETT DINER,BRONX,3033,TIBBETT AVE,10463,7185498893,American,2/24/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,,,4/2/2019,Cycle Inspection / Initial Inspection
50014374,La Casa del Marisco,BRONX,1862,WEBSTER AVE,10457,9173190316,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/26/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,15,,,4/2/2019,Cycle Inspection / Initial Inspection
41101663,EL VALLE RESTAURANT,BRONX,1000,WESTCHESTER AVENUE,10459,7188608300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/27/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,52,,,4/2/2019,Cycle Inspection / Initial Inspection
50011777,CABO RESTAURANT,BRONX,3764,E TREMONT AVE,10465,7188630099,Mexican,12/18/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,32,,,4/2/2019,Cycle Inspection / Initial Inspection
40989507,AMC THEATRES,BRONX,2210,BARTOW AVENUE,10475,7183201659,American,6/12/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,4/2/2019,Cycle Inspection / Initial Inspection
41233787,PANERA BREAD,BRONX,340,BAYCHESTER AVENUE,10475,7188622585,Sandwiches,5/4/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,14,,,4/2/2019,Cycle Inspection / Initial Inspection
41683392,ESSENCE,BRONX,761,BURKE AVENUE,10467,3473464164,Caribbean,7/26/2017,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,2,A,7/26/2017,4/2/2019,Cycle Inspection / Initial Inspection
50016847,SAN GENNARO,BRONX,2329,ARTHUR AVE,10458,7185620129,Italian,5/11/2017,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,20,B,5/11/2017,4/2/2019,Cycle Inspection / Re-inspection
50014473,CENTRAL CARIBBEAN BAKERY,BRONX,1322,E GUN HILL RD,10469,3472753533,Bakery,2/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2/26/2016,4/2/2019,Cycle Inspection / Initial Inspection
50056461,SAINT ANN'S CAFE RESTAURANT,BRONX,283,SAINT ANNS AVE,10454,917_688_16,Spanish,2/1/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,24,Z,2/1/2019,4/2/2019,Cycle Inspection / Re-inspection
40399778,MCDONALD'S,BRONX,599,GRAND CONCOURSE,10451,7184028608,Hamburgers,3/25/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,3/25/2019,4/2/2019,Cycle Inspection / Initial Inspection
50018562,BURGER TIME,BRONX,1080,MORRIS PARK AVE,10461,7182396210,Hamburgers,3/15/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,3/15/2016,4/2/2019,Cycle Inspection / Initial Inspection
41540512,DUNKIN' DONUTS,BRONX,71,MAJOR DEEGAN EXPRESSWAY,10471,7187985266,American,10/25/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,10/25/2017,4/2/2019,Cycle Inspection / Initial Inspection
41638086,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,2,EAST KINGSBRIDGE ROAD,10468,7187334347,Donuts,10/16/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,4/2/2019,Administrative Miscellaneous / Initial Inspection
41716200,LITTLE CAESARS,BRONX,841,EAST  149 STREET,10455,3475906370,Pizza,7/31/2017,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,10,A,7/31/2017,4/2/2019,Cycle Inspection / Initial Inspection
40387528,WALNUT BUS STOP,BRONX,881,EAST  134 STREET,10454,7184027048,American,3/7/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,25,,,4/2/2019,Cycle Inspection / Initial Inspection
50051365,SABROSURA,BRONX,1200,CASTLE HILL AVE,10462,7185971344,Spanish,11/2/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,11/2/2017,4/2/2019,Cycle Inspection / Re-inspection
41451597,TOM'S COFFEE SHOP,BRONX,250,EAST BURNSIDE AVENUE,10457,7187312077,CafÃƒÂ©/Coffee/Tea,9/28/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,9/28/2018,4/2/2019,Cycle Inspection / Initial Inspection
41414123,SALVATORES OF SOHO,BRONX,3738,RIVERDALE AVENUE,10463,7184326100,Italian,4/17/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,4/17/2017,4/2/2019,Cycle Inspection / Initial Inspection
50051616,TACOS SAN LUCAS,BRONX,1320A,JEROME AVE,10452,7184843198,Mexican,8/16/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
50005702,DRAGON CONCOURSE,BRONX,74,E 167TH ST,10452,7189866896,Chinese,1/3/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,1/3/2019,4/2/2019,Cycle Inspection / Re-inspection
41569301,KING SUNSHINE JERK CENTER,BRONX,1853,WESTCHESTER AVENUE,10472,7184093809,Caribbean,2/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,4/2/2019,Cycle Inspection / Initial Inspection
40618714,WEBSTER CAFE,BRONX,2873,WEBSTER AVENUE,10458,7187339634,American,2/14/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29,,,4/2/2019,Cycle Inspection / Initial Inspection
50063156,TWIN DONUT/BLIMPIES,BRONX,196,E 161ST ST,10451,7189937050,Bagels/Pretzels,4/5/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,15,,,4/2/2019,Cycle Inspection / Initial Inspection
50084046,AZGARDZ OF NEW YORK,BRONX,2330,ARTHUR AVE,10458,3475913556,American,10/15/2018,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,16,Not Yet Graded,,4/2/2019,Pre-permit (Non-operational) / Initial Inspection
41584120,7 SPICES,BRONX,906908,E GUNHILL RD,,3473268646,Caribbean,11/12/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,39,,,4/2/2019,Cycle Inspection / Initial Inspection
40510301,EL VAQUERO BARRAS,BRONX,2649,WEBSTER AVENUE,10458,7183295650,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/6/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,56,,,4/2/2019,Cycle Inspection / Initial Inspection
50008156,FRESCO TORTILLAS,BRONX,563,W 235TH ST,10463,7184321772,Tex-Mex,11/16/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,09B,Thawing procedures improper.,Not Critical,45,,,4/2/2019,Cycle Inspection / Initial Inspection
50070375,KENNEDY FRIED CHICKEN,BRONX,1560,WATSON AVE,10472,3478921929,Chicken,1/29/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,1/29/2019,4/2/2019,Cycle Inspection / Re-inspection
50057493,CHINA WOK,BRONX,3839,E TREMONT AVE,10465,7188288076,Chinese,12/21/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,36,,,4/2/2019,Pre-permit (Operational) / Initial Inspection
41176558,"DUNKIN' DONUTS, PIZZA HUT, TACO EXPRESS",BRONX,2148,WHITE PLAINS ROAD,10462,7187923686,American,1/15/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,1/15/2019,4/2/2019,Cycle Inspection / Initial Inspection
50046042,LA CANTINA,BRONX,2467,ARTHUR AVE,10458,9179376515,"Bottled beverages, including water, sodas, juices, etc.",10/5/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,10/5/2016,4/2/2019,Pre-permit (Operational) / Initial Inspection
41183397,DISTRIBUIDORA SAN MARCOS,BRONX,969,INTERVALE AVENUE,10459,7188429504,Mexican,12/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/27/2017,4/2/2019,Cycle Inspection / Initial Inspection
